Model Name,Dep Thresh,AND Thresh,Loop Thresh,Perfect Fitting Traces (%),Average Trace Fitness,Precision,Generalization,Node Size,Arc Size,Cyclicity
heu_top100_dep_0.99_and_0.99_loop_0.30,0.99,0.99,0.3,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714
heu_top100_dep_0.99_and_0.99_loop_0.65,0.99,0.99,0.65,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714
heu_top100_dep_0.99_and_0.99_loop_0.90,0.99,0.99,0.9,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714
heu_top100_dep_0.99_and_0.99_loop_0.95,0.99,0.99,0.95,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714
heu_top100_dep_0.99_and_0.99_loop_0.99,0.99,0.99,0.99,30.34,0.9387574095188322,0.9295371640538782,0.9866240959794624,70,89,0.6714285714285714
heu_top100_dep_0.30_and_0.95_loop_0.30,0.3,0.95,0.3,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.95_loop_0.65,0.3,0.95,0.65,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.95_loop_0.90,0.3,0.95,0.9,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.95_loop_0.95,0.3,0.95,0.95,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.95_loop_0.99,0.3,0.95,0.99,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.99_loop_0.30,0.3,0.99,0.3,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
heu_top100_dep_0.30_and_0.99_loop_0.65,0.3,0.99,0.65,28.85,0.9372595288140132,0.9279855499572203,0.9876515527593002,69,87,0.6666666666666666
